比较,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费,可购全部
,155,006003,工银医药健康,07-01,1.9378,2.4810,1.47%,0.32%,6.47%,9.62%,33.26%,33.29%,-1.48%,-15.59%,33.26%,133.22%,33.29%,0.00%,
,156,010391,易方达战略新,07-01,0.9430,0.9430,0.30%,5.73%,12.93%,5.56%,13.96%,33.08%,13.61%,2.97%,13.96%,-5.70%,33.08%,0.15%,
,157,005259,建信龙头企业,07-01,1.8826,1.8826,0.14%,1.11%,3.93%,3.35%,10.98%,32.79%,20.13%,-6.39%,10.98%,88.26%,32.79%,0.15%,
,158,005970,国泰消费优选,07-01,2.1994,2.1994,0.71%,1.02%,-0.41%,6.32%,12.67%,32.78%,22.94%,42.04%,12.67%,119.94%,32.78%,0.15%,
,159,011237,摩根行业睿选,07-01,0.7169,0.7169,1.14%,4.35%,11.58%,7.71%,17.49%,32.76%,1.16%,-22.79%,17.49%,-28.31%,32.76%,0.00%,
,160,011824,浙商汇金量化,07-01,1.0175,1.0175,0.14%,2.20%,4.71%,3.58%,10.63%,32.68%,19.06%,9.62%,10.63%,1.75%,32.68%,0.15%,
,161,010392,易方达战略新,07-01,0.9262,0.9262,0.29%,5.72%,12.90%,5.47%,13.73%,32.54%,12.70%,1.74%,13.73%,-7.38%,32.54%,0.00%,
,162,001105,信澳转型创新,07-01,0.9270,0.9270,-0.11%,2.66%,9.06%,0.65%,1.09%,32.43%,0.00%,-19.53%,1.09%,-7.30%,32.43%,0.15%,
,163,017479,广发医药精选,07-01,1.1246,1.1246,1.27%,2.86%,7.89%,12.53%,34.80%,32.40%,---,---,34.80%,12.46%,32.40%,0.15%,
,164,519673,银河康乐股票,07-01,2.4770,2.4770,1.06%,2.48%,1.85%,8.69%,18.97%,32.32%,-5.02%,-12.66%,18.97%,147.70%,32.32%,0.15%,
,165,011926,大成消费精选,07-01,0.8118,0.8118,0.79%,2.13%,3.30%,10.40%,20.00%,32.21%,9.69%,-10.66%,20.00%,-18.82%,32.22%,0.00%,
,166,020722,国寿安保数字,07-01,1.4076,1.4076,0.59%,4.09%,7.07%,0.90%,13.58%,32.08%,---,---,13.58%,40.76%,32.08%,0.12%,
,167,519935,长信创新驱动,07-01,1.2770,1.2770,-0.08%,4.59%,14.02%,6.59%,5.02%,32.06%,-12.59%,-29.37%,5.02%,27.70%,32.06%,0.15%,
,168,011825,浙商汇金量化,07-01,0.9974,0.9974,0.14%,2.19%,4.67%,3.45%,10.37%,32.04%,17.88%,8.00%,10.37%,-0.26%,32.04%,0.00%,
,169,001410,信澳新能源产,07-01,3.8290,3.8910,-0.29%,3.57%,8.62%,-1.44%,3.65%,31.94%,2.63%,-19.68%,3.65%,300.86%,31.94%,0.15%,
,170,009537,太平行业优选,07-01,0.8583,0.9083,-0.37%,3.48%,4.61%,-4.36%,7.52%,31.90%,3.45%,5.78%,7.52%,-10.10%,31.90%,0.12%,
,171,017165,易米低碳经济,07-01,0.7575,0.7575,-0.38%,2.03%,7.77%,-2.91%,0.01%,31.90%,-24.04%,---,0.01%,-24.25%,31.90%,--,
,172,163110,申万菱信量化,07-01,2.0643,3.1479,0.39%,2.30%,5.02%,3.38%,10.21%,31.86%,-0.60%,-7.26%,10.21%,249.86%,31.86%,0.15%,
,173,017480,广发医药精选,07-01,1.1132,1.1132,1.26%,2.85%,7.82%,12.35%,34.43%,31.71%,---,---,34.43%,11.32%,31.71%,0.00%,
,174,160127,南方新兴消费,07-01,0.8078,0.8078,0.04%,1.01%,1.04%,4.90%,19.51%,31.63%,23.78%,0.46%,19.51%,281.97%,31.63%,0.15%,
,175,015608,信澳转型创新,07-01,0.9100,0.9100,-0.11%,2.59%,8.98%,0.44%,0.78%,31.50%,-1.19%,-21.01%,0.78%,-6.19%,31.50%,0.00%,
,176,007354,创金合信港股,07-01,0.8919,0.8919,-0.07%,-0.50%,3.90%,4.67%,17.05%,31.41%,20.54%,14.79%,17.05%,-10.81%,31.41%,0.15%,
,177,016018,银河康乐股票,07-01,2.4270,2.4270,1.08%,2.49%,1.80%,8.54%,18.62%,31.40%,-6.33%,-14.54%,18.62%,-12.29%,31.40%,0.00%,
,178,020723,国寿安保数字,07-01,1.3992,1.3992,0.60%,4.08%,7.03%,0.77%,13.30%,31.40%,---,---,13.30%,39.92%,31.41%,0.00%,
,179,006604,嘉实消费精选,07-01,1.6406,1.6406,0.75%,1.86%,-0.16%,9.81%,15.83%,31.35%,0.78%,-23.30%,15.83%,64.06%,31.35%,0.15%,
,180,013918,申万菱信量化,07-01,2.0281,2.0281,0.39%,2.29%,4.98%,3.27%,9.98%,31.34%,-1.69%,-8.64%,9.98%,-16.88%,31.34%,0.00%,
,181,001188,鹏华改革红利,07-01,1.3390,1.3390,0.37%,0.60%,4.28%,0.22%,10.66%,31.27%,13.09%,4.86%,10.66%,33.90%,31.27%,0.15%,
,182,017166,易米低碳经济,07-01,0.7488,0.7488,-0.39%,2.02%,7.73%,-3.03%,-0.24%,31.25%,-24.80%,---,-0.24%,-25.12%,31.25%,0.00%,
,183,009538,太平行业优选,07-01,0.8375,0.8875,-0.38%,3.47%,4.56%,-4.48%,7.25%,31.23%,2.41%,4.21%,7.25%,-12.25%,31.23%,0.00%,
,184,001915,宝盈医疗健康,07-01,2.0090,2.0850,3.29%,1.93%,4.69%,14.54%,42.58%,31.05%,26.11%,26.04%,42.58%,110.74%,31.05%,0.15%,
,185,006106,景顺长城量化,07-01,1.1005,1.1005,-0.06%,-0.46%,3.79%,3.58%,16.37%,30.90%,26.06%,25.21%,16.37%,10.05%,30.90%,0.15%,
,186,160144,南方新兴消费,07-01,0.7863,0.7863,0.04%,1.00%,0.99%,4.74%,19.19%,30.90%,22.34%,-1.31%,19.19%,-20.26%,30.90%,0.00%,
,187,006605,嘉实消费精选,07-01,1.5880,1.5880,0.75%,1.85%,-0.21%,9.70%,15.57%,30.72%,-0.21%,-24.43%,15.57%,58.80%,30.72%,0.00%,
,188,005662,嘉实金融精选,07-01,1.2925,1.2925,1.11%,1.08%,6.67%,11.74%,11.01%,30.61%,28.74%,-5.11%,11.01%,29.25%,30.61%,0.15%,
,189,014416,泰康研究精选,07-01,0.8322,0.8322,0.02%,2.42%,5.22%,6.28%,4.26%,30.46%,-1.23%,-8.06%,4.26%,-16.78%,30.46%,0.15%,
,190,164205,天弘文化新兴,07-01,2.5389,2.9522,0.01%,1.49%,1.90%,0.00%,7.38%,30.45%,29.52%,3.83%,7.38%,195.22%,30.45%,0.15%,
,191,011269,中银证券优势,07-01,0.9727,0.9727,0.50%,5.08%,12.67%,6.47%,18.12%,30.37%,-14.21%,-4.99%,18.12%,-2.73%,30.37%,0.15%,
,192,007357,创金合信港股,07-01,0.8603,0.8603,-0.07%,-0.52%,3.83%,4.46%,16.57%,30.31%,18.58%,12.03%,16.57%,-13.97%,30.31%,0.00%,
,193,020437,宝盈医疗健康,07-01,1.9920,1.9920,3.32%,1.89%,4.62%,14.42%,42.18%,30.28%,---,---,42.18%,28.02%,30.28%,0.00%,
,194,002289,华商改革创新,07-01,2.2522,2.2522,0.24%,4.00%,9.03%,3.99%,8.52%,29.96%,6.82%,-3.84%,8.52%,125.22%,29.96%,0.15%,
,195,005663,嘉实金融精选,07-01,1.2458,1.2458,1.11%,1.08%,6.62%,11.60%,10.74%,29.96%,27.46%,-6.53%,10.74%,24.58%,29.96%,0.00%,
,196,015475,天弘文化新兴,07-01,1.1593,1.1593,0.01%,1.48%,1.86%,-0.10%,7.16%,29.95%,28.51%,2.61%,7.16%,15.93%,29.95%,0.00%,
,197,002871,华夏智胜价值,07-01,1.7896,1.7896,0.57%,2.80%,6.38%,7.44%,14.42%,29.90%,14.03%,24.17%,14.42%,78.96%,29.90%,0.15%,
,198,010434,红土创新医疗,07-01,1.2885,1.2885,7.47%,7.53%,9.68%,29.46%,40.93%,29.86%,-1.32%,33.26%,40.93%,28.85%,29.86%,0.15%,
,199,014417,泰康研究精选,07-01,0.8178,0.8178,0.02%,2.42%,5.17%,6.15%,4.01%,29.83%,-2.21%,-9.43%,4.01%,-18.22%,29.83%,0.00%,
,200,011270,中银证券优势,07-01,0.9568,0.9568,0.49%,5.07%,12.63%,6.35%,17.86%,29.81%,-14.95%,-6.18%,17.86%,-4.32%,29.81%,0.00%,
,201,007479,光大保德信量,07-01,1.0180,1.0180,0.54%,2.21%,4.57%,5.17%,13.55%,29.81%,2.50%,---,13.55%,7.07%,29.81%,0.00%,
,202,002872,华夏智胜价值,07-01,1.7653,1.7653,0.58%,2.80%,6.37%,7.38%,14.28%,29.57%,13.47%,23.26%,14.28%,76.53%,29.57%,0.00%,
,203,000309,大摩品质生活,07-01,3.2070,3.2070,0.53%,1.87%,2.82%,-1.75%,3.19%,29.47%,-0.31%,-18.99%,3.19%,220.70%,29.47%,0.15%,
,204,000761,国富健康优质,07-01,1.5521,1.5521,1.05%,2.09%,1.88%,3.45%,14.34%,29.40%,4.49%,-11.50%,14.34%,55.21%,29.40%,0.15%,
,205,000866,华宝制造股票,07-01,2.1650,2.1650,0.79%,2.80%,6.08%,5.30%,11.77%,29.33%,1.64%,-10.02%,11.77%,116.50%,29.33%,0.15%,
,206,360001,光大保德信量,07-01,1.0186,3.4403,0.54%,2.22%,4.62%,5.24%,13.38%,29.10%,2.71%,-9.52%,13.38%,402.79%,29.10%,0.15%,
,207,016052,华商改革创新,07-01,2.2025,2.2025,0.24%,3.99%,8.97%,3.83%,8.20%,29.10%,5.05%,---,8.20%,-8.11%,29.10%,0.00%,
,208,021316,民生加银智选,07-01,1.2909,1.2909,0.36%,1.97%,4.42%,2.68%,8.16%,29.09%,---,---,8.16%,29.09%,---,0.15%,
,209,019484,大摩品质生活,07-01,3.1850,3.1850,0.54%,1.85%,2.78%,-1.85%,3.01%,29.00%,---,---,3.01%,9.00%,29.00%,0.00%,
,210,008294,朱雀企业优胜,07-01,1.3475,1.3475,0.29%,1.67%,1.98%,-0.38%,11.47%,28.87%,1.87%,-12.17%,11.47%,34.75%,28.87%,0.15%,
,211,001313,摩根智慧互联,07-01,0.8877,0.8877,0.36%,4.72%,8.60%,2.10%,6.75%,28.82%,-5.75%,-23.99%,6.75%,-11.23%,28.82%,0.15%,
,212,000457,摩根核心成长,07-01,2.4345,2.7435,1.01%,4.39%,11.40%,7.04%,12.76%,28.71%,4.01%,-10.42%,12.76%,184.33%,28.71%,0.15%,
,213,013490,同泰金融精选,07-01,1.0406,1.0406,-1.28%,2.06%,10.22%,6.70%,1.45%,28.68%,33.00%,13.24%,1.45%,4.06%,28.68%,0.15%,
,214,021317,民生加银智选,07-01,1.2859,1.2859,0.37%,1.97%,4.40%,2.59%,7.97%,28.59%,---,---,7.97%,28.59%,---,0.00%,
,215,016073,创金合信软件,07-01,1.1404,1.1404,-0.71%,2.07%,4.13%,-1.14%,7.73%,28.52%,-26.31%,---,7.73%,14.04%,28.52%,0.15%,
,216,001541,汇添富民营新,07-01,1.5700,1.5700,0.32%,3.09%,4.95%,0.77%,9.03%,28.48%,-1.88%,-1.51%,9.03%,57.00%,28.48%,0.15%,
,217,007685,华商电子行业,07-01,1.6252,1.6252,-0.21%,2.05%,7.74%,-0.66%,2.70%,28.46%,11.25%,2.96%,2.70%,62.52%,28.46%,0.15%,
,218,010592,南方医药创新,07-01,0.6394,0.6394,2.12%,1.25%,6.96%,11.80%,32.24%,28.39%,12.77%,4.39%,32.24%,-36.06%,28.39%,0.15%,
,219,519975,长信量化中小,07-01,1.5440,1.9440,0.32%,3.14%,6.93%,5.18%,14.46%,28.35%,7.90%,-5.51%,14.46%,111.96%,28.35%,0.15%,
,220,018045,东方创新医疗,07-01,0.9761,0.9761,2.73%,1.52%,5.74%,5.04%,15.95%,28.25%,-0.96%,---,15.95%,-2.39%,28.25%,0.15%,
,221,016919,摩根智慧互联,07-01,0.8758,0.8758,0.37%,4.71%,8.55%,1.98%,6.49%,28.19%,-6.68%,---,6.49%,0.84%,28.19%,0.00%,
,222,020901,招商成长量化,07-01,1.2633,1.2633,0.72%,3.26%,6.73%,2.06%,11.37%,28.19%,---,---,11.37%,26.33%,28.19%,0.15%,
,223,013491,同泰金融精选,07-01,1.0255,1.0255,-1.28%,2.05%,10.19%,6.59%,1.25%,28.16%,31.93%,11.88%,1.25%,2.55%,28.16%,0.00%,
,224,011651,招商港股通核,07-01,0.8335,0.8335,0.01%,0.82%,4.78%,1.45%,14.48%,28.13%,13.68%,-2.70%,14.48%,-16.65%,28.13%,0.15%,
,225,540007,汇丰晋信中小,07-01,2.8996,2.9196,0.54%,2.72%,5.62%,7.62%,22.33%,28.07%,35.89%,43.80%,22.33%,195.27%,28.07%,0.15%,
,226,005894,华夏优势精选,07-01,1.1465,1.1465,0.38%,3.15%,3.12%,-7.35%,-13.37%,28.06%,-15.85%,-36.94%,-13.37%,14.65%,28.06%,0.15%,
,227,015170,摩根核心成长,07-01,2.3937,2.3937,1.01%,4.38%,11.36%,6.91%,12.49%,28.02%,2.94%,-11.78%,12.49%,-14.12%,28.02%,0.00%,
,228,011934,中航量化阿尔,07-01,0.8890,0.8890,0.35%,2.56%,6.23%,5.58%,10.92%,27.90%,3.66%,-7.11%,10.92%,-11.10%,27.90%,0.15%,
,229,008295,朱雀企业优胜,07-01,1.2949,1.2949,0.29%,1.66%,1.92%,-0.58%,11.04%,27.85%,0.26%,-14.25%,11.04%,29.49%,27.85%,0.00%,
,230,012045,大成医药健康,07-01,0.6997,0.6997,4.29%,5.19%,8.94%,16.87%,24.35%,27.78%,-1.51%,-18.54%,24.35%,-30.03%,27.78%,0.15%,
,231,000974,安信消费医药,07-01,1.3039,1.3636,1.58%,3.49%,5.97%,10.48%,20.20%,27.66%,10.31%,-20.06%,20.20%,35.88%,27.66%,0.15%,
,232,009898,民生加银医药,07-01,0.4555,0.4555,1.76%,-0.02%,5.93%,8.22%,23.84%,27.66%,-7.17%,-25.18%,23.84%,-54.45%,27.66%,0.15%,
,233,017073,嘉实清洁能源,07-01,0.7025,0.7025,-0.72%,-0.31%,8.43%,-1.28%,0.86%,27.63%,-20.81%,---,0.86%,-29.75%,27.63%,0.15%,
,234,010593,南方医药创新,07-01,0.6229,0.6229,2.11%,1.24%,6.90%,11.61%,31.83%,27.59%,11.39%,2.52%,31.83%,-37.71%,27.59%,0.00%,
,235,000688,景顺长城研究,07-01,1.6400,1.8900,-0.06%,3.14%,9.26%,-2.32%,5.60%,27.53%,24.43%,16.52%,5.60%,96.37%,27.53%,0.15%,
,236,018046,东方创新医疗,07-01,0.9645,0.9645,2.73%,1.50%,5.68%,4.87%,15.63%,27.50%,-2.06%,---,15.63%,-3.55%,27.50%,0.00%,
,237,020902,招商成长量化,07-01,1.2552,1.2552,0.72%,3.26%,6.68%,1.91%,11.04%,27.43%,---,---,11.04%,25.52%,27.43%,0.00%,
,238,001319,农银信息传媒,07-01,1.0652,1.0652,-0.28%,2.03%,4.16%,1.10%,2.32%,27.37%,-1.63%,2.48%,2.32%,6.52%,27.37%,0.15%,
,239,012046,大成医药健康,07-01,0.6891,0.6891,4.28%,5.17%,8.90%,16.76%,24.10%,27.28%,-2.30%,-19.52%,24.10%,-31.09%,27.28%,0.00%,
,240,003145,国联竞争优势,07-01,1.9236,1.9236,1.66%,5.93%,10.32%,14.20%,13.40%,27.23%,-3.02%,-1.73%,13.40%,92.36%,27.23%,0.15%,
,241,014376,东吴新能源汽,07-01,1.3359,1.3359,-0.22%,1.90%,6.47%,-1.78%,11.16%,27.22%,16.00%,9.63%,11.16%,33.59%,27.22%,0.15%,
,242,016113,华宝高端装备,07-01,0.8214,0.8214,-0.47%,8.24%,9.56%,9.49%,11.12%,27.19%,-5.69%,---,11.12%,-17.86%,27.19%,0.10%,
,243,014758,民生加银医药,07-01,0.4490,0.4490,1.74%,-0.04%,5.87%,8.09%,23.59%,27.16%,-7.90%,-26.07%,23.59%,-41.57%,27.16%,0.00%,
,244,017038,富国中证10,07-01,1.0886,1.0886,0.49%,2.14%,4.89%,5.24%,9.26%,27.14%,5.22%,---,9.26%,8.86%,27.14%,0.15%,
,245,011935,中航量化阿尔,07-01,0.8686,0.8686,0.33%,2.54%,6.16%,5.41%,10.58%,27.12%,2.42%,-8.77%,10.58%,-13.14%,27.12%,0.00%,
,246,011652,招商港股通核,07-01,0.8031,0.8031,0.02%,0.80%,4.72%,1.26%,14.03%,27.09%,11.85%,-5.28%,14.03%,-19.69%,27.09%,0.00%,
,247,012244,广发金融地产,07-01,0.8551,0.8551,0.35%,0.39%,6.99%,11.17%,15.41%,26.98%,13.00%,-4.71%,15.41%,-14.49%,26.98%,0.15%,
,248,016074,创金合信软件,07-01,1.1159,1.1159,-0.71%,2.06%,4.09%,-1.27%,7.39%,26.89%,-27.62%,---,7.39%,11.59%,26.89%,0.00%,
,249,017074,嘉实清洁能源,07-01,0.6914,0.6914,-0.73%,-0.32%,8.37%,-1.43%,0.57%,26.89%,-21.77%,---,0.57%,-30.86%,26.89%,0.00%,
,250,018589,农银信息传媒,07-01,1.0570,1.0570,-0.28%,2.03%,4.12%,0.99%,2.12%,26.89%,-2.35%,---,2.12%,-7.71%,26.89%,0.00%,
,1001,023130,富国致盛量化,07-01,1.0509,1.0509,0.42%,1.60%,3.80%,---,---,---,---,---,---,5.09%,5.09%,0.00%,
,1002,024395,银华兴盛股票,07-01,1.2904,1.2904,0.59%,3.17%,3.91%,---,---,---,---,---,---,3.20%,3.20%,0.00%,
,1003,024682,民生加银成长,07-01,0.7436,0.7436,-0.55%,---,---,---,---,---,---,---,---,-0.84%,-0.84%,0.00%,
,1004,024710,中金精选股票,07-01,1.6786,1.6786,0.30%,---,---,---,---,---,---,---,---,0.30%,0.30%,0.00%,
,1005,024711,中金新锐股票,07-01,3.7371,3.7371,-0.11%,---,---,---,---,---,---,---,---,-0.11%,-0.11%,0.15%,
,1006,024709,中金精选股票,07-01,1.7034,1.7034,0.30%,---,---,---,---,---,---,---,---,0.30%,0.30%,0.15%,
,1007,024712,中金新锐股票,07-01,3.6419,3.6419,-0.11%,---,---,---,---,---,---,---,---,-0.11%,-0.11%,0.00%,
